Year,Month,Day,Week Number,Corridor,Workday,Station,Period,Ridership,N_trains,Covid19
2019,January,1,1,Corridor_1,n,Station_1,Weekend/Holiday,174,3,0
2019,January,1,1,Corridor_1,n,Station_2,Weekend/Holiday,378,10,0
2019,January,1,1,Corridor_1,n,Station_3,Weekend/Holiday,599,12,0
2019,January,1,1,Corridor_2,n,Station_4,Weekend/Holiday,2759,35,0
2019,January,1,1,Corridor_2,n,Station_5,Weekend/Holiday,2629,36,0
2019,January,1,1,Corridor_2,n,Station_3,Weekend/Holiday,27,1,0
2019,January,1,1,Corridor_3,n,Station_4,Weekend/Holiday,3321,35,0
2019,January,1,1,Corridor_3,n,Station_5,Weekend/Holiday,3721,36,0
2019,January,1,1,Corridor_3,n,Station_3,Weekend/Holiday,17,1,0
2019,January,2,1,Corridor_1,y,Station_1,AM Peak,3519,6,0
2019,January,2,1,Corridor_1,y,Station_1,Midday,705,1,0
2019,January,2,1,Corridor_1,y,Station_2,Evening,39,3,0
2019,January,2,1,Corridor_1,y,Station_2,Midday,265,4,0
2019,January,2,1,Corridor_1,y,Station_2,PM Peak,68,1,0
2019,January,2,1,Corridor_1,y,Station_6,AM Peak,181,1,0
2019,January,2,1,Corridor_1,y,Station_6,Midday,422,2,0
2019,January,2,1,Corridor_1,y,Station_3,Evening,984,7,0
2019,January,2,1,Corridor_1,y,Station_3,Midday,261,6,0
2019,January,2,1,Corridor_1,y,Station_3,PM Peak,3861,5,0
2019,January,2,1,Corridor_4,y,Station_7,AM Peak,161,1,0
2019,January,2,1,Corridor_4,y,Station_8,AM Peak,1702,2,0
2019,January,2,1,Corridor_4,y,Station_9,AM Peak,2689,3,0
2019,January,2,1,Corridor_4,y,Station_9,Midday,535,1,0
2019,January,2,1,Corridor_4,y,Station_10,Midday,203,1,0
2019,January,2,1,Corridor_4,y,Station_11,AM Peak,267,1,0
2019,January,2,1,Corridor_4,y,Station_11,Midday,897,6,0
2019,January,2,1,Corridor_4,y,Station_11,PM Peak,116,2,0
2019,January,2,1,Corridor_4,y,Station_3,AM Peak,57,1,0
2019,January,2,1,Corridor_4,y,Station_3,Evening,448,1,0
2019,January,2,1,Corridor_4,y,Station_3,Midday,385,6,0
2019,January,2,1,Corridor_4,y,Station_3,PM Peak,5127,6,0
2019,January,2,1,Corridor_2,y,Station_4,AM Peak,101,4,0
2019,January,2,1,Corridor_2,y,Station_4,Evening,2321,10,0
2019,January,2,1,Corridor_2,y,Station_4,Midday,674,14,0
2019,January,2,1,Corridor_2,y,Station_4,PM Peak,2630,5,0
2019,January,2,1,Corridor_2,y,Station_12,AM Peak,97,2,0
2019,January,2,1,Corridor_2,y,Station_13,AM Peak,54,2,0
2019,January,2,1,Corridor_2,y,Station_13,Midday,181,5,0
2019,January,2,1,Corridor_2,y,Station_13,PM Peak,2831,3,0
2019,January,2,1,Corridor_2,y,Station_5,AM Peak,7546,11,0
2019,January,2,1,Corridor_2,y,Station_5,Evening,554,11,0
2019,January,2,1,Corridor_2,y,Station_5,Midday,3197,26,0
2019,January,2,1,Corridor_2,y,Station_5,PM Peak,669,8,0
2019,January,2,1,Corridor_2,y,Station_14,AM Peak,708,1,0
2019,January,2,1,Corridor_2,y,Station_14,Evening,67,1,0
2019,January,2,1,Corridor_2,y,Station_3,AM Peak,22,4,0
2019,January,2,1,Corridor_2,y,Station_3,Evening,540,1,0
2019,January,2,1,Corridor_2,y,Station_3,Midday,274,7,0
2019,January,2,1,Corridor_2,y,Station_3,PM Peak,2562,2,0
2019,January,2,1,Corridor_2,y,Station_15,AM Peak,33,1,0
2019,January,2,1,Corridor_3,y,Station_4,AM Peak,2417,4,0
2019,January,2,1,Corridor_3,y,Station_4,Evening,940,10,0
2019,January,2,1,Corridor_3,y,Station_4,Midday,3383,15,0
2019,January,2,1,Corridor_3,y,Station_4,PM Peak,996,5,0
2019,January,2,1,Corridor_3,y,Station_16,Midday,395,1,0
2019,January,2,1,Corridor_3,y,Station_12,AM Peak,866,2,0
2019,January,2,1,Corridor_3,y,Station_17,AM Peak,2749,4,0
2019,January,2,1,Corridor_3,y,Station_18,PM Peak,20,1,0
2019,January,2,1,Corridor_3,y,Station_13,AM Peak,1444,2,0
2019,January,2,1,Corridor_3,y,Station_13,Midday,610,6,0
2019,January,2,1,Corridor_3,y,Station_13,PM Peak,207,3,0
2019,January,2,1,Corridor_3,y,Station_5,AM Peak,653,6,0
2019,January,2,1,Corridor_3,y,Station_5,Evening,2646,10,0
2019,January,2,1,Corridor_3,y,Station_5,Midday,1384,18,0
2019,January,2,1,Corridor_3,y,Station_5,PM Peak,5565,7,0
2019,January,2,1,Corridor_3,y,Station_14,Evening,723,1,0
2019,January,2,1,Corridor_3,y,Station_3,AM Peak,119,5,0
2019,January,2,1,Corridor_3,y,Station_3,Midday,55,2,0
2019,January,2,1,Corridor_3,y,Station_3,PM Peak,3569,3,0
2019,January,2,1,Corridor_3,y,Station_15,AM Peak,1232,2,0
2019,January,2,1,Corridor_5,y,Station_19,AM Peak,5816,8,0
2019,January,2,1,Corridor_5,y,Station_19,Midday,1493,2,0
2019,January,2,1,Corridor_5,y,Station_3,Evening,824,2,0
2019,January,2,1,Corridor_5,y,Station_3,PM Peak,6474,8,0
2019,January,2,1,Corridor_6,y,Station_20,AM Peak,2365,4,0
2019,January,2,1,Corridor_6,y,Station_20,Midday,579,1,0
2019,January,2,1,Corridor_6,y,Station_3,Evening,621,3,0
2019,January,2,1,Corridor_6,y,Station_3,PM Peak,2375,4,0
2019,January,2,1,Corridor_7,y,Station_21,AM Peak,2854,5,0
2019,January,2,1,Corridor_7,y,Station_21,Midday,1561,4,0
2019,January,2,1,Corridor_7,y,Station_3,Evening,907,5,0
2019,January,2,1,Corridor_7,y,Station_3,Midday,102,5,0
2019,January,2,1,Corridor_7,y,Station_3,PM Peak,3487,4,0
2019,January,2,1,Corridor_7,y,Station_22,Evening,15,1,0
2019,January,2,1,Corridor_7,y,Station_22,Midday,105,3,0
2019,January,2,1,Corridor_7,y,Station_22,PM Peak,59,2,0
2019,January,3,1,Corridor_1,y,Station_1,AM Peak,3624,6,0
2019,January,3,1,Corridor_1,y,Station_1,Midday,807,1,0
2019,January,3,1,Corridor_1,y,Station_2,Evening,51,3,0
2019,January,3,1,Corridor_1,y,Station_2,Midday,454,4,0
2019,January,3,1,Corridor_1,y,Station_2,PM Peak,62,1,0
2019,January,3,1,Corridor_1,y,Station_6,AM Peak,189,1,0
2019,January,3,1,Corridor_1,y,Station_6,Midday,565,2,0
2019,January,3,1,Corridor_1,y,Station_3,Evening,1233,7,0
2019,January,3,1,Corridor_1,y,Station_3,Midday,316,6,0
2019,January,3,1,Corridor_1,y,Station_3,PM Peak,4085,5,0
2019,January,3,1,Corridor_4,y,Station_7,AM Peak,168,1,0
2019,January,3,1,Corridor_4,y,Station_8,AM Peak,1731,2,0
2019,January,3,1,Corridor_4,y,Station_9,AM Peak,2765,3,0
2019,January,3,1,Corridor_4,y,Station_9,Midday,597,1,0
2019,January,3,1,Corridor_4,y,Station_10,Midday,220,1,0
2019,January,3,1,Corridor_4,y,Station_11,AM Peak,281,1,0
2019,January,3,1,Corridor_4,y,Station_11,Midday,1194,6,0
2019,January,3,1,Corridor_4,y,Station_11,PM Peak,107,2,0
2019,January,3,1,Corridor_4,y,Station_3,AM Peak,65,1,0
2019,January,3,1,Corridor_4,y,Station_3,Evening,548,1,0
2019,January,3,1,Corridor_4,y,Station_3,Midday,424,6,0
2019,January,3,1,Corridor_4,y,Station_3,PM Peak,5380,6,0
2019,January,3,1,Corridor_2,y,Station_4,AM Peak,106,4,0
2019,January,3,1,Corridor_2,y,Station_4,Evening,2946,10,0
2019,January,3,1,Corridor_2,y,Station_4,Midday,720,14,0
2019,January,3,1,Corridor_2,y,Station_4,PM Peak,2970,5,0
2019,January,3,1,Corridor_2,y,Station_12,AM Peak,100,2,0
2019,January,3,1,Corridor_2,y,Station_13,AM Peak,57,2,0
2019,January,3,1,Corridor_2,y,Station_13,Midday,174,5,0
2019,January,3,1,Corridor_2,y,Station_13,PM Peak,2944,3,0
2019,January,3,1,Corridor_2,y,Station_5,AM Peak,7864,11,0
2019,January,3,1,Corridor_2,y,Station_5,Evening,580,12,0
2019,January,3,1,Corridor_2,y,Station_5,Midday,4199,26,0
2019,January,3,1,Corridor_2,y,Station_5,PM Peak,741,8,0
2019,January,3,1,Corridor_2,y,Station_14,AM Peak,733,1,0
2019,January,3,1,Corridor_2,y,Station_14,Evening,39,1,0
2019,January,3,1,Corridor_2,y,Station_3,AM Peak,19,4,0
2019,January,3,1,Corridor_2,y,Station_3,Evening,697,1,0
2019,January,3,1,Corridor_2,y,Station_3,Midday,325,7,0
2019,January,3,1,Corridor_2,y,Station_3,PM Peak,2566,2,0
2019,January,3,1,Corridor_2,y,Station_15,AM Peak,37,1,0
2019,January,3,1,Corridor_3,y,Station_4,AM Peak,2603,4,0
2019,January,3,1,Corridor_3,y,Station_4,Evening,1091,10,0
2019,January,3,1,Corridor_3,y,Station_4,Midday,4935,15,0
2019,January,3,1,Corridor_3,y,Station_4,PM Peak,1031,5,0
2019,January,3,1,Corridor_3,y,Station_16,Midday,451,1,0
2019,January,3,1,Corridor_3,y,Station_12,AM Peak,880,2,0
2019,January,3,1,Corridor_3,y,Station_17,AM Peak,2785,4,0
2019,January,3,1,Corridor_3,y,Station_18,PM Peak,16,1,0
2019,January,3,1,Corridor_3,y,Station_13,AM Peak,1568,2,0
2019,January,3,1,Corridor_3,y,Station_13,Midday,768,6,0
2019,January,3,1,Corridor_3,y,Station_13,PM Peak,219,3,0
2019,January,3,1,Corridor_3,y,Station_5,AM Peak,653,6,0
2019,January,3,1,Corridor_3,y,Station_5,Evening,4300,11,0
2019,January,3,1,Corridor_3,y,Station_5,Midday,1510,18,0
2019,January,3,1,Corridor_3,y,Station_5,PM Peak,5915,7,0
2019,January,3,1,Corridor_3,y,Station_14,Evening,601,1,0
2019,January,3,1,Corridor_3,y,Station_3,AM Peak,128,5,0
2019,January,3,1,Corridor_3,y,Station_3,Midday,61,2,0
2019,January,3,1,Corridor_3,y,Station_3,PM Peak,3683,3,0
2019,January,3,1,Corridor_3,y,Station_15,AM Peak,1273,2,0
2019,January,3,1,Corridor_5,y,Station_19,AM Peak,6011,8,0
2019,January,3,1,Corridor_5,y,Station_19,Midday,1654,2,0
2019,January,3,1,Corridor_5,y,Station_3,Evening,1004,2,0
2019,January,3,1,Corridor_5,y,Station_3,PM Peak,6658,8,0
2019,January,3,1,Corridor_6,y,Station_20,AM Peak,2427,4,0
2019,January,3,1,Corridor_6,y,Station_20,Midday,596,1,0
2019,January,3,1,Corridor_6,y,Station_3,Evening,724,3,0
2019,January,3,1,Corridor_6,y,Station_3,PM Peak,2397,4,0
2019,January,3,1,Corridor_7,y,Station_21,AM Peak,2892,5,0
2019,January,3,1,Corridor_7,y,Station_21,Midday,1729,4,0
2019,January,3,1,Corridor_7,y,Station_3,Evening,1052,5,0
2019,January,3,1,Corridor_7,y,Station_3,Midday,107,5,0
2019,January,3,1,Corridor_7,y,Station_3,PM Peak,3633,5,0
2019,January,3,1,Corridor_7,y,Station_22,Evening,11,1,0
2019,January,3,1,Corridor_7,y,Station_22,Midday,195,3,0
2019,January,3,1,Corridor_7,y,Station_22,PM Peak,52,2,0
2019,January,4,1,Corridor_1,y,Station_1,AM Peak,3181,6,0
2019,January,4,1,Corridor_1,y,Station_1,Midday,707,1,0
2019,January,4,1,Corridor_1,y,Station_2,Evening,64,3,0
2019,January,4,1,Corridor_1,y,Station_2,Midday,283,4,0
2019,January,4,1,Corridor_1,y,Station_2,PM Peak,67,1,0
2019,January,4,1,Corridor_1,y,Station_6,AM Peak,165,1,0
2019,January,4,1,Corridor_1,y,Station_6,Midday,460,2,0
2019,January,4,1,Corridor_1,y,Station_3,Evening,1045,7,0
2019,January,4,1,Corridor_1,y,Station_3,Midday,332,6,0
2019,January,4,1,Corridor_1,y,Station_3,PM Peak,3461,5,0
2019,January,4,1,Corridor_4,y,Station_7,AM Peak,155,1,0
2019,January,4,1,Corridor_4,y,Station_8,AM Peak,1467,2,0
2019,January,4,1,Corridor_4,y,Station_9,AM Peak,2379,3,0
2019,January,4,1,Corridor_4,y,Station_9,Midday,501,1,0
2019,January,4,1,Corridor_4,y,Station_10,Midday,200,1,0
2019,January,4,1,Corridor_4,y,Station_11,AM Peak,228,1,0
2019,January,4,1,Corridor_4,y,Station_11,Midday,967,6,0
2019,January,4,1,Corridor_4,y,Station_11,PM Peak,156,2,0
2019,January,4,1,Corridor_4,y,Station_3,AM Peak,55,1,0
2019,January,4,1,Corridor_4,y,Station_3,Evening,437,1,0
2019,January,4,1,Corridor_4,y,Station_3,Midday,470,6,0
2019,January,4,1,Corridor_4,y,Station_3,PM Peak,4686,6,0
2019,January,4,1,Corridor_2,y,Station_4,AM Peak,119,4,0
2019,January,4,1,Corridor_2,y,Station_4,Evening,2773,9,0
2019,January,4,1,Corridor_2,y,Station_4,Midday,900,14,0
2019,January,4,1,Corridor_2,y,Station_4,PM Peak,2435,5,0
2019,January,4,1,Corridor_2,y,Station_12,AM Peak,104,2,0
2019,January,4,1,Corridor_2,y,Station_13,AM Peak,29,1,0
2019,January,4,1,Corridor_2,y,Station_13,Midday,230,5,0
2019,January,4,1,Corridor_2,y,Station_13,PM Peak,2511,3,0
2019,January,4,1,Corridor_2,y,Station_5,AM Peak,7100,11,0
2019,January,4,1,Corridor_2,y,Station_5,Evening,990,10,0
2019,January,4,1,Corridor_2,y,Station_5,Midday,3075,27,0
2019,January,4,1,Corridor_2,y,Station_5,PM Peak,1051,4,0
2019,January,4,1,Corridor_2,y,Station_14,AM Peak,650,1,0
2019,January,4,1,Corridor_2,y,Station_14,Evening,82,1,0
2019,January,4,1,Corridor_2,y,Station_3,AM Peak,20,4,0
2019,January,4,1,Corridor_2,y,Station_3,Evening,511,1,0
2019,January,4,1,Corridor_2,y,Station_3,Midday,365,7,0
2019,January,4,1,Corridor_2,y,Station_3,PM Peak,2237,2,0
2019,January,4,1,Corridor_2,y,Station_15,AM Peak,39,1,0
2019,January,4,1,Corridor_3,y,Station_4,AM Peak,2434,4,0
2019,January,4,1,Corridor_3,y,Station_4,Evening,1669,9,0
2019,January,4,1,Corridor_3,y,Station_4,Midday,3372,15,0
2019,January,4,1,Corridor_3,y,Station_4,PM Peak,1320,5,0
2019,January,4,1,Corridor_3,y,Station_16,Midday,381,1,0
2019,January,4,1,Corridor_3,y,Station_12,AM Peak,809,2,0
2019,January,4,1,Corridor_3,y,Station_17,AM Peak,2469,4,0
2019,January,4,1,Corridor_3,y,Station_18,PM Peak,19,1,0
2019,January,4,1,Corridor_3,y,Station_13,AM Peak,664,1,0
2019,January,4,1,Corridor_3,y,Station_13,Midday,1122,6,0
2019,January,4,1,Corridor_3,y,Station_13,PM Peak,253,3,0
2019,January,4,1,Corridor_3,y,Station_5,AM Peak,643,6,0
2019,January,4,1,Corridor_3,y,Station_5,Evening,3772,10,0
2019,January,4,1,Corridor_3,y,Station_5,Midday,1755,19,0
2019,January,4,1,Corridor_3,y,Station_5,PM Peak,4764,3,0
2019,January,4,1,Corridor_3,y,Station_14,Evening,385,1,0
2019,January,4,1,Corridor_3,y,Station_3,AM Peak,119,6,0
2019,January,4,1,Corridor_3,y,Station_3,Midday,57,2,0
2019,January,4,1,Corridor_3,y,Station_3,PM Peak,3235,2,0
2019,January,4,1,Corridor_3,y,Station_15,AM Peak,1120,2,0
2019,January,4,1,Corridor_5,y,Station_19,AM Peak,5307,8,0
2019,January,4,1,Corridor_5,y,Station_19,Midday,1429,2,0
2019,January,4,1,Corridor_5,y,Station_3,Evening,866,2,0
2019,January,4,1,Corridor_5,y,Station_3,PM Peak,5733,8,0
2019,January,4,1,Corridor_6,y,Station_20,AM Peak,2139,4,0
2019,January,4,1,Corridor_6,y,Station_20,Midday,544,1,0
2019,January,4,1,Corridor_6,y,Station_3,Evening,625,3,0
2019,January,4,1,Corridor_6,y,Station_3,PM Peak,2092,4,0
2019,January,4,1,Corridor_7,y,Station_21,AM Peak,2638,5,0
2019,January,4,1,Corridor_7,y,Station_21,Midday,1520,4,0
2019,January,4,1,Corridor_7,y,Station_3,Evening,945,5,0
2019,January,4,1,Corridor_7,y,Station_3,Midday,115,5,0
2019,January,4,1,Corridor_7,y,Station_3,PM Peak,3175,5,0
2019,January,4,1,Corridor_7,y,Station_22,Evening,15,1,0
2019,January,4,1,Corridor_7,y,Station_22,Midday,129,3,0
2019,January,4,1,Corridor_7,y,Station_22,PM Peak,97,2,0
2019,January,5,1,Corridor_1,n,Station_1,Weekend/Holiday,346,3,0
2019,January,5,1,Corridor_1,n,Station_2,Weekend/Holiday,532,10,0
2019,January,5,1,Corridor_1,n,Station_3,Weekend/Holiday,671,12,0
2019,January,5,1,Corridor_2,n,Station_4,Weekend/Holiday,3543,33,0
2019,January,5,1,Corridor_2,n,Station_5,Weekend/Holiday,3982,35,0
2019,January,5,1,Corridor_2,n,Station_3,Weekend/Holiday,226,1,0
2019,January,5,1,Corridor_3,n,Station_4,Weekend/Holiday,5827,33,0
2019,January,5,1,Corridor_3,n,Station_5,Weekend/Holiday,5273,35,0
2019,January,5,1,Corridor_3,n,Station_3,Weekend/Holiday,20,1,0
2019,January,6,1,Corridor_1,n,Station_1,Weekend/Holiday,220,3,0
2019,January,6,1,Corridor_1,n,Station_2,Weekend/Holiday,389,10,0
2019,January,6,1,Corridor_1,n,Station_3,Weekend/Holiday,465,12,0
2019,January,6,1,Corridor_2,n,Station_4,Weekend/Holiday,2637,34,0
2019,January,6,1,Corridor_2,n,Station_5,Weekend/Holiday,2754,34,0
2019,January,6,1,Corridor_2,n,Station_3,Weekend/Holiday,34,1,0
2019,January,6,1,Corridor_3,n,Station_4,Weekend/Holiday,4137,34,0
2019,January,6,1,Corridor_3,n,Station_5,Weekend/Holiday,3687,34,0
2019,January,6,1,Corridor_3,n,Station_3,Weekend/Holiday,14,1,0
2019,January,7,2,Corridor_1,y,Station_1,AM Peak,5483,6,0
2019,January,7,2,Corridor_1,y,Station_1,Midday,925,1,0
2019,January,7,2,Corridor_1,y,Station_2,Evening,40,3,0
2019,January,7,2,Corridor_1,y,Station_2,Midday,194,3,0
2019,January,7,2,Corridor_1,y,Station_2,PM Peak,49,1,0
2019,January,7,2,Corridor_1,y,Station_6,AM Peak,276,1,0
2019,January,7,2,Corridor_1,y,Station_6,Midday,601,2,0
2019,January,7,2,Corridor_1,y,Station_3,Evening,1443,7,0
2019,January,7,2,Corridor_1,y,Station_3,Midday,346,5,0
2019,January,7,2,Corridor_1,y,Station_3,PM Peak,5542,5,0
2019,January,7,2,Corridor_4,y,Station_8,AM Peak,1627,2,0
2019,January,7,2,Corridor_4,y,Station_9,AM Peak,3222,3,0
2019,January,7,2,Corridor_4,y,Station_9,Midday,1917,1,0
2019,January,7,2,Corridor_4,y,Station_10,Midday,776,1,0
2019,January,7,2,Corridor_4,y,Station_11,AM Peak,328,1,0
2019,January,7,2,Corridor_4,y,Station_11,Midday,1101,6,0
2019,January,7,2,Corridor_4,y,Station_11,PM Peak,108,2,0
2019,January,7,2,Corridor_4,y,Station_3,AM Peak,67,1,0
2019,January,7,2,Corridor_4,y,Station_3,Evening,1635,2,0
2019,January,7,2,Corridor_4,y,Station_3,Midday,562,6,0
2019,January,7,2,Corridor_4,y,Station_3,PM Peak,6019,5,0
2019,January,7,2,Corridor_2,y,Station_4,AM Peak,144,4,0
2019,January,7,2,Corridor_2,y,Station_4,Evening,3072,10,0
2019,January,7,2,Corridor_2,y,Station_4,Midday,755,9,0
2019,January,7,2,Corridor_2,y,Station_4,PM Peak,3409,5,0
2019,January,7,2,Corridor_2,y,Station_12,AM Peak,148,2,0
2019,January,7,2,Corridor_2,y,Station_23,AM Peak,37,1,0
2019,January,7,2,Corridor_2,y,Station_13,AM Peak,71,2,0
2019,January,7,2,Corridor_2,y,Station_13,Midday,142,3,0
2019,January,7,2,Corridor_2,y,Station_13,PM Peak,3814,3,0
2019,January,7,2,Corridor_2,y,Station_5,AM Peak,10306,9,0
2019,January,7,2,Corridor_2,y,Station_5,Evening,779,12,0
2019,January,7,2,Corridor_2,y,Station_5,Midday,3194,17,0
2019,January,7,2,Corridor_2,y,Station_5,PM Peak,902,7,0
2019,January,7,2,Corridor_2,y,Station_14,AM Peak,1506,1,0
2019,January,7,2,Corridor_2,y,Station_14,Evening,23,1,0
2019,January,7,2,Corridor_2,y,Station_3,AM Peak,23,4,0
2019,January,7,2,Corridor_2,y,Station_3,Evening,752,1,0
2019,January,7,2,Corridor_2,y,Station_3,Midday,308,5,0
2019,January,7,2,Corridor_2,y,Station_3,PM Peak,3421,2,0
2019,January,7,2,Corridor_3,y,Station_4,AM Peak,3654,4,0
2019,January,7,2,Corridor_3,y,Station_4,Evening,1473,10,0
2019,January,7,2,Corridor_3,y,Station_4,Midday,3585,10,0
2019,January,7,2,Corridor_3,y,Station_4,PM Peak,1402,5,0
2019,January,7,2,Corridor_3,y,Station_16,Midday,601,1,0
2019,January,7,2,Corridor_3,y,Station_12,AM Peak,1325,2,0
2019,January,7,2,Corridor_3,y,Station_17,AM Peak,4432,4,0
2019,January,7,2,Corridor_3,y,Station_18,PM Peak,29,1,0
2019,January,7,2,Corridor_3,y,Station_23,AM Peak,1171,1,0
2019,January,7,2,Corridor_3,y,Station_13,AM Peak,2165,2,0
2019,January,7,2,Corridor_3,y,Station_13,Midday,549,4,0
2019,January,7,2,Corridor_3,y,Station_13,PM Peak,294,3,0
2019,January,7,2,Corridor_3,y,Station_5,AM Peak,855,4,0
2019,January,7,2,Corridor_3,y,Station_5,Evening,4968,11,0
2019,January,7,2,Corridor_3,y,Station_5,Midday,1626,10,0
2019,January,7,2,Corridor_3,y,Station_5,PM Peak,5856,6,0
2019,January,7,2,Corridor_3,y,Station_14,Evening,372,1,0
2019,January,7,2,Corridor_3,y,Station_3,AM Peak,244,5,0
2019,January,7,2,Corridor_3,y,Station_3,Midday,80,2,0
2019,January,7,2,Corridor_3,y,Station_3,PM Peak,6669,3,0
2019,January,7,2,Corridor_3,y,Station_15,AM Peak,842,1,0
2019,January,7,2,Corridor_5,y,Station_19,AM Peak,8169,8,0
2019,January,7,2,Corridor_5,y,Station_19,Midday,2237,2,0
2019,January,7,2,Corridor_5,y,Station_3,Evening,1310,2,0
2019,January,7,2,Corridor_5,y,Station_3,PM Peak,8865,8,0
2019,January,7,2,Corridor_6,y,Station_20,AM Peak,3391,4,0
2019,January,7,2,Corridor_6,y,Station_20,Midday,796,1,0
2019,January,7,2,Corridor_6,y,Station_3,Evening,1005,3,0
2019,January,7,2,Corridor_6,y,Station_3,PM Peak,3225,4,0
2019,January,7,2,Corridor_7,y,Station_21,AM Peak,4096,5,0
2019,January,7,2,Corridor_7,y,Station_21,Midday,1983,3,0
2019,January,7,2,Corridor_7,y,Station_3,Evening,1223,4,0
2019,January,7,2,Corridor_7,y,Station_3,Midday,143,4,0
2019,January,7,2,Corridor_7,y,Station_3,PM Peak,4826,5,0
2019,January,7,2,Corridor_7,y,Station_22,Midday,115,3,0
2019,January,7,2,Corridor_7,y,Station_22,PM Peak,64,2,0
2019,January,8,2,Corridor_1,y,Station_1,AM Peak,5379,6,0
2019,January,8,2,Corridor_1,y,Station_1,Midday,952,1,0
2019,January,8,2,Corridor_1,y,Station_2,Evening,34,3,0
2019,January,8,2,Corridor_1,y,Station_2,Midday,261,4,0
2019,January,8,2,Corridor_1,y,Station_2,PM Peak,38,1,0
2019,January,8,2,Corridor_1,y,Station_6,AM Peak,262,1,0
2019,January,8,2,Corridor_1,y,Station_6,Midday,666,2,0
2019,January,8,2,Corridor_1,y,Station_3,Evening,1602,7,0
2019,January,8,2,Corridor_1,y,Station_3,Midday,348,6,0
2019,January,8,2,Corridor_1,y,Station_3,PM Peak,5416,5,0
2019,January,8,2,Corridor_4,y,Station_8,AM Peak,1554,2,0
2019,January,8,2,Corridor_4,y,Station_9,AM Peak,4931,4,0
2019,January,8,2,Corridor_4,y,Station_9,Midday,813,1,0
2019,January,8,2,Corridor_4,y,Station_10,Midday,287,1,0
2019,January,8,2,Corridor_4,y,Station_11,AM Peak,339,1,0
2019,January,8,2,Corridor_4,y,Station_11,Midday,1107,6,0
2019,January,8,2,Corridor_4,y,Station_11,PM Peak,124,2,0
2019,January,8,2,Corridor_4,y,Station_3,AM Peak,73,1,0
2019,January,8,2,Corridor_4,y,Station_3,Evening,1713,2,0
2019,January,8,2,Corridor_4,y,Station_3,Midday,485,6,0
2019,January,8,2,Corridor_4,y,Station_3,PM Peak,6027,5,0
2019,January,8,2,Corridor_2,y,Station_4,AM Peak,155,4,0
2019,January,8,2,Corridor_2,y,Station_4,Evening,3073,10,0
2019,January,8,2,Corridor_2,y,Station_4,Midday,782,14,0
2019,January,8,2,Corridor_2,y,Station_4,PM Peak,3430,5,0
2019,January,8,2,Corridor_2,y,Station_12,AM Peak,149,2,0
2019,January,8,2,Corridor_2,y,Station_23,AM Peak,33,1,0
2019,January,8,2,Corridor_2,y,Station_13,AM Peak,70,2,0
2019,January,8,2,Corridor_2,y,Station_13,Midday,183,5,0
2019,January,8,2,Corridor_2,y,Station_13,PM Peak,3803,3,0
2019,January,8,2,Corridor_2,y,Station_5,AM Peak,10944,11,0
2019,January,8,2,Corridor_2,y,Station_5,Evening,727,12,0
2019,January,8,2,Corridor_2,y,Station_5,Midday,3210,27,0
2019,January,8,2,Corridor_2,y,Station_5,PM Peak,687,7,0
2019,January,8,2,Corridor_2,y,Station_14,AM Peak,936,1,0
2019,January,8,2,Corridor_2,y,Station_14,Evening,62,1,0
2019,January,8,2,Corridor_2,y,Station_3,AM Peak,27,4,0
2019,January,8,2,Corridor_2,y,Station_3,Evening,814,1,0
2019,January,8,2,Corridor_2,y,Station_3,Midday,335,6,0
2019,January,8,2,Corridor_2,y,Station_3,PM Peak,3314,2,0
2019,January,8,2,Corridor_3,y,Station_4,AM Peak,3562,4,0
2019,January,8,2,Corridor_3,y,Station_4,Evening,1560,10,0
2019,January,8,2,Corridor_3,y,Station_4,Midday,3582,15,0
2019,January,8,2,Corridor_3,y,Station_4,PM Peak,1259,5,0
2019,January,8,2,Corridor_3,y,Station_16,Midday,736,1,0
2019,January,8,2,Corridor_3,y,Station_12,AM Peak,1423,2,0
2019,January,8,2,Corridor_3,y,Station_17,AM Peak,4487,4,0
2019,January,8,2,Corridor_3,y,Station_18,PM Peak,25,1,0
2019,January,8,2,Corridor_3,y,Station_23,AM Peak,1182,1,0
2019,January,8,2,Corridor_3,y,Station_13,AM Peak,2227,2,0
2019,January,8,2,Corridor_3,y,Station_13,Midday,679,6,0
2019,January,8,2,Corridor_3,y,Station_13,PM Peak,252,3,0
2019,January,8,2,Corridor_3,y,Station_5,AM Peak,1025,6,0
2019,January,8,2,Corridor_3,y,Station_5,Evening,5174,11,0
2019,January,8,2,Corridor_3,y,Station_5,Midday,1829,19,0
2019,January,8,2,Corridor_3,y,Station_5,PM Peak,5945,6,0
2019,January,8,2,Corridor_3,y,Station_14,Evening,456,1,0
2019,January,8,2,Corridor_3,y,Station_3,AM Peak,43,3,0
2019,January,8,2,Corridor_3,y,Station_3,Midday,71,2,0
2019,January,8,2,Corridor_3,y,Station_3,PM Peak,6502,3,0
2019,January,8,2,Corridor_3,y,Station_15,AM Peak,878,1,0
2019,January,8,2,Corridor_5,y,Station_19,AM Peak,8267,8,0
2019,January,8,2,Corridor_5,y,Station_19,Midday,2269,2,0
2019,January,8,2,Corridor_5,y,Station_3,Evening,1471,2,0
2019,January,8,2,Corridor_5,y,Station_3,PM Peak,8773,8,0
2019,January,8,2,Corridor_6,y,Station_20,AM Peak,3392,4,0
